;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family
7720;57093813-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7721;57063818-80;80;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7722;57083819-01;01;WHITE;P-PLANA;Outerwear;Blazers
7723;57056011-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7724;57077725-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7725;57043823-05;05;WHITE;P-PLANA;Bottoms;Trousers
7726;57065811-95;95;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7727;43053737-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7728;53060568-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7729;53073023-92;92;GREY;P-PLANA;Bottoms;Skirts
7730;53030602-15;15;YELLOW;K-CIRCULAR;Tops;Tops
7731;53070542-05;05;WHITE;T-TRICOT;Tops;Sweater
7732;53080640-85;85;PINK;T-TRICOT;Tops;Tops
7733;53030654-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
7734;53070663-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
7735;53000755-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7736;43098828-52;52;BLUE;P-PLANA;Bottoms;Trousers
7737;51003031-50;50;BLUE;P-PLANA;Tops;Shirt
7738;43088834-05;05;WHITE;K-CIRCULAR;Tops;Tops
7739;53083725-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
7740;53050905-81;81;PINK;P-PLANA;Tops;Shirt
7741;53003740-99;99;GREY;T-TRICOT;Tops;Sweater
7742;53010933-15;15;YELLOW;K-CIRCULAR;Tops;Tops
7743;53013741-05;05;WHITE;T-TRICOT;Tops;Sweater
7744;53055711-94;94;GREY;T-TRICOT;Tops;Sweater
7745;53030985-07;07;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7746;53060992-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7747;51023743-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
7748;53017680-37;37;BROWN;P-PLANA;Outerwear;Puffer coats
7749;53045775-81;81;PINK;P-PLANA;Tops;Shirt
7750;53007024-99;99;GREY;T-TRICOT;Tops;Sweater
7751;53017024-TN;TN;GREY;J-JEANS;Bottoms;Jeans
7752;57064003-37;37;BROWN;P-PLANA;Outerwear;Jackets
7753;57029206-99;99;GREY;P-PLANA;Bottoms;Trousers
7754;57015928-99;99;GREY;T-TRICOT;Tops;Sweater
7755;57088254-94;94;GREY;K-CIRCULAR;Tops;T-shirt
7756;47046706-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7757;57050109-40;40;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7758;57000159-52;52;BLUE;P-PLANA;Tops;Shirt
7759;57040105-06;06;WHITE;J-JEANS;Bottoms;Skirts
7760;57001061-70;70;RED;K-CIRCULAR;Tops;T-shirt
7761;57002532-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7762;57013806-99;99;GREY;T-TRICOT;Tops;Sweater
7763;57034024-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
7764;57096711-08;08;WHITE;K-CIRCULAR;Tops;Sweatshirts
7765;57001104-52;52;BLUE;K-CIRCULAR;Tops;Tops
7766;57065794-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
7767;57005816-50;50;BLUE;T-TRICOT;Tops;Sweater
7768;57026009-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7769;57087728-08;08;WHITE;P-PLANA;Tops;Shirt
7770;57027733-99;99;GREY;P-PLANA;Tops;Shirt
7771;57077717-02;02;WHITE;T-TRICOT;Tops;Cardigans
7772;57038274-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
7773;57099108-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7774;43015730-85;85;PINK;J-JEANS;Bottoms;Jeans
7775;53050664-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
7776;51083028-99;99;GREY;P-PLANA;Outerwear;Blazers
7777;53087661-70;70;RED;P-PLANA;Outerwear;Puffer coats
7778;53070943-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
7779;51023739-99;99;GREY;K-CIRCULAR;Tops;T-shirt
7780;53053046-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7781;53033778-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7782;53013792-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7783;57005934-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7784;57006308-85;85;PINK;K-CIRCULAR;Tops;T-shirt
7785;57059204-99;99;GREY;T-TRICOT;Tops;Tops
7786;57077893-OR;OR;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7787;47004002-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
7788;47035914-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7789;47067662-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7790;47091313-99;99;GREY;P-PLANA;Bottoms;Skirts
7791;47005858-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7792;47007882-32;32;BROWN;P-PLANA;Bottoms;Trousers
7793;57010620-40;40;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
7794;57054386-99;99;GREY;P-PLANA;Outerwear;Puffer coats
7795;57050266-05;05;WHITE;P-PLANA;Bottoms;Skirts
7796;47007135-05;05;WHITE;T-TRICOT;Tops;Tops
7797;57040386-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7798;57062891-88;88;PINK;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit
7799;57002534-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7800;57054404-68;68;PURPLE;P-PLANA;Tops;Tops
7801;57015978-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7802;57016718-70;70;RED;P-PLANA;Bottoms;Skirts
7803;57034428-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7804;57079088-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7805;67040364-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7806;57087757-99;99;GREY;P-PLANA;Tops;Shirt
7807;57018280-99;99;GREY;P-PLANA;Outerwear;Blazers
7808;53050611-37;37;BROWN;P-PLANA;Bottoms;Skirts
7809;53060546-15;15;YELLOW;T-TRICOT;Tops;Tops
7810;53060546-05;05;WHITE;T-TRICOT;Tops;Tops
7811;51040612-70;70;RED;P-PLANA;Bottoms;Skirts
7812;53010568-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
7813;53000591-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
7814;53060592-02;02;WHITE;P-PLANA;Tops;Shirt
7815;53030719-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7816;53003716-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7817;51023731-56;56;BLUE;P-PLANA;Bottoms;Trousers
7818;53023713-07;07;WHITE;T-TRICOT;Tops;Cardigans
7819;53055714-17;17;YELLOW;T-TRICOT;Tops;Sweater
7820;53003770-85;85;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7821;51085724-94;94;GREY;K-CIRCULAR;Tops;T-shirt
7822;51063777-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7823;53050600-92;92;GREY;P-PLANA;Bottoms;Trousers
7824;57025919-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7825;57014001-08;08;WHITE;K-CIRCULAR;Tops;Sweatshirts
7826;57087883-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7827;57007109-06;06;WHITE;T-TRICOT;Tops;Sweater
7828;57009210-99;99;GREY;T-TRICOT;Tops;Sweater
7829;57006307-99;99;GREY;K-CIRCULAR;Tops;T-shirt
7830;67032009-06;06;WHITE;T-TRICOT;Tops;Sweater
7831;47093258-99;99;GREY;P-PLANA;Bottoms;Trousers
7832;47024028-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7833;57032507-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
7834;57092001-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7835;57030776-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7836;57044396-TO;TO;BLUE;J-JEANS;Bottoms;Jeans
7837;57002887-05;05;WHITE;K-CIRCULAR;Tops;Tops
7838;57044407-99;99;GREY;T-TRICOT;Tops;Cardigans
7839;57073812-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
7840;57095981-56;56;BLUE;P-PLANA;Outerwear;Jackets
7841;57075800-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7842;57093814-99;99;GREY;T-TRICOT;Bottoms;Trousers
7843;57055805-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
7844;57017747-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
7845;57067752-02;02;WHITE;J-JEANS;Bottoms;Skirts
7846;57007758-09;09;WHITE;T-TRICOT;Tops;Sweater
7847;57076031-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7848;43015795-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7849;53030602-02;02;WHITE;K-CIRCULAR;Tops;Tops
7850;53000588-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
7851;51000639-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7852;53030678-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
7853;53080739-81;81;PINK;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7854;53025712-99;99;GREY;P-PLANA;Outerwear;Puffer coats
7855;51050751-07;07;WHITE;P-PLANA;Bottoms;Shorts
7856;53093033-78;78;RED;P-PLANA;Tops;Shirt
7857;53093730-91;91;GREY;K-CIRCULAR;Tops;T-shirt
7858;51090918-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7859;53023046-85;85;PINK;P-PLANA;Tops;Shirt
7860;53083760-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7861;53063778-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
7862;53015757-05;05;WHITE;T-TRICOT;Tops;Sweater
7863;53003792-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
7864;53015036-05;05;WHITE;T-TRICOT;Tops;Sweater
7865;57005940-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7866;47010145-TN;TN;GREY;J-JEANS;Bottoms;Jeans
7867;47005945-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7868;47035852-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7869;47058637-99;99;GREY;K-CIRCULAR;Bottoms;Shorts
7870;57000280-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
7871;57040272-17;17;YELLOW;K-CIRCULAR;Bottoms;Trousers
7872;57041026-99;99;GREY;K-CIRCULAR;Bottoms;Skirts
7873;57084388-78;78;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7874;57094406-09;09;WHITE;T-TRICOT;Tops;Cardigans
7875;57035789-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7876;57035790-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7877;57024035-99;99;GREY;K-CIRCULAR;Tops;T-shirt
7878;57032898-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
7879;57076307-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7880;57023799-43;43;GREEN;T-TRICOT;Tops;Sweater
7881;57025801-05;05;WHITE;T-TRICOT;Tops;Sweater
7882;57025801-40;40;GREEN;T-TRICOT;Tops;Sweater
7883;57041181-01;01;WHITE;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
7884;57091180-01;01;WHITE;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
7885;57086313-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7886;57097753-70;70;RED;T-TRICOT;Bottoms;Skirts
7887;43005812-52;52;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7888;43065810-99;99;GREY;K-CIRCULAR;Bottoms;Trousers
7889;51040592-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7890;53060615-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7891;53090546-07;07;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7892;51080620-30;30;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit
7893;53083030-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7894;53080805-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7895;51060919-37;37;BROWN;P-PLANA;Tops;Shirt
7896;53010995-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7897;53051029-99;99;GREY;P-PLANA;Tops;Tops
7898;53053756-79;79;RED;P-PLANA;Tops;Shirt
7899;53050722-15;15;YELLOW;K-CIRCULAR;Tops;T-shirt
7900;53015769-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7901;57015908-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
7902;57075912-52;52;BLUE;P-PLANA;Bottoms;Skirts
7903;53103796-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7904;57014001-01;01;WHITE;K-CIRCULAR;Tops;Sweatshirts
7905;57077687-02;02;WHITE;P-PLANA;Tops;Shirt
7906;57059205-99;99;GREY;P-PLANA;Tops;Shirt
7907;57088630-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7908;67020050-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7909;57069212-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7910;57050010-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7911;47057878-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7912;57050199-88;88;PINK;P-PLANA;Tops;Shirt
7913;57000316-37;37;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit
7914;57040310-02;02;WHITE;P-PLANA;Tops;Shirt
7915;57052525-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7916;57095786-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Intimate
7917;57084018-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
7918;57045790-05;05;WHITE;P-PLANA;Tops;Shirt
7919;57014425-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7920;57035969-99;99;GREY;O-POLIPIEL;Outerwear;Jackets
7921;57085796-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit
7922;57034782-50;50;BLUE;P-PLANA;Tops;Shirt
7923;57006009-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7924;57065803-30;30;BROWN;P-PLANA;Accesories, Swim and Intimate;Intimate
7925;57079088-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7926;57086027-56;56;BLUE;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
7927;57089107-PL;PL;GREY;K-CIRCULAR;Tops;Tops
7928;57047755-85;85;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
7929;57007761-06;06;WHITE;T-TRICOT;Tops;Sweater
7930;57007774-PL;PL;GREY;T-TRICOT;Tops;Sweater
7931;57017757-PL;PL;GREY;T-TRICOT;Tops;Cardigans
7932;43025758-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
7933;43005025-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7934;41087794-50;50;BLUE;P-PLANA;Bottoms;Trousers
7935;53010568-TN;TN;GREY;J-JEANS;Bottoms;Jeans
7936;53090712-07;07;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7937;53053029-01;01;WHITE;P-PLANA;Tops;Shirt
7938;51043029-08;08;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7939;53090827-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7940;53060830-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7941;51053035-99;99;GREY;P-PLANA;Bottoms;Skirts
7942;53053731-94;94;GREY;K-CIRCULAR;Tops;T-shirt
7943;53071003-68;68;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
7944;53061046-92;92;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7945;53083774-99;99;GREY;P-PLANA;Bottoms;Skirts
7946;57057881-69;69;BLUE;P-PLANA;Outerwear;Jackets
7947;53103803-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7948;57005954-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7949;57014756-99;99;GREY;P-PLANA;Bottoms;Trousers
7950;57059208-99;99;GREY;K-CIRCULAR;Tops;Tops
7951;57019214-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7952;57099074-02;02;WHITE;K-CIRCULAR;Bottoms;Trousers
7953;57079209-85;85;PINK;K-CIRCULAR;Tops;Tops
7954;57026711-06;06;WHITE;K-CIRCULAR;Tops;T-shirt
7955;47084411-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
7956;57000580-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
7957;47057843-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7958;57032001-17;17;YELLOW;P-PLANA;Bottoms;Trousers
7959;57040293-02;02;WHITE;J-JEANS;Bottoms;Jeans
7960;57001049-05;05;WHITE;K-CIRCULAR;Accesories, Swim and Intimate;Intimate
7961;57093802-TN;TN;GREY;J-JEANS;Bottoms;Skirts
7962;57086712-99;99;GREY;O-POLIPIEL;Bottoms;Skirts
7963;57043804-30;30;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
7964;57061176-TM;TM;BLUE;J-JEANS;Bottoms;Skirts
7965;57045794-09;09;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7966;57015798-43;43;GREEN;K-CIRCULAR;Tops;T-shirt
7967;57064779-06;06;WHITE;T-TRICOT;Tops;Sweater
7968;57016007-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7969;57077730-05;05;WHITE;J-JEANS;Bottoms;Jeans
7970;57005819-46;46;BLUE;T-TRICOT;Tops;Sweater
7971;57076026-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7972;57087750-78;78;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
7973;57069104-PL;PL;GREY;K-CIRCULAR;Bottoms;Skirts
7974;67090431-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7975;67040448-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
7976;57079119-PL;PL;GREY;T-TRICOT;Tops;Tops
7977;43000517-TN;TN;GREY;J-JEANS;Bottoms;Jeans
7978;41047031-01;01;WHITE;P-PLANA;Bottoms;Trousers
7979;53050545-05;05;WHITE;J-JEANS;Bottoms;Shorts
7980;41047795-52;52;BLUE;P-PLANA;Tops;Shirt
7981;41039066-43;43;GREEN;P-PLANA;Bottoms;Skirts
7982;53015710-17;17;YELLOW;P-PLANA;Outerwear;Coats
7983;53090758-99;99;GREY;P-PLANA;Bottoms;Trousers
7984;51090908-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
7985;53053715-06;06;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
7986;53013741-49;49;GREEN;T-TRICOT;Tops;Sweater
7987;53070975-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7988;53093741-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
7989;53033046-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7990;53043757-02;02;WHITE;P-PLANA;Tops;Shirt
7991;53053766-37;37;BROWN;P-PLANA;Tops;Shirt
7992;51065749-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7993;53005032-05;05;WHITE;J-JEANS;Bottoms;Jeans
7994;51051126-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
7995;51085027-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
7996;57057877-99;99;GREY;P-PLANA;Tops;Shirt
7997;57007695-78;78;RED;T-TRICOT;Tops;Sweater
7998;57007691-43;43;GREEN;T-TRICOT;Tops;Sweater
7999;57025939-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
8000;57065936-43;43;GREEN;P-PLANA;Bottoms;Trousers
8001;57039041-11;11;YELLOW;P-PLANA;Tops;Tops
8002;57049212-43;43;GREEN;K-CIRCULAR;Tops;T-shirt
8003;47005777-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
8004;47005949-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
8005;57050092-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
8006;57050114-30;30;BROWN;P-PLANA;Tops;Shirt
8007;57002515-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8008;57030253-07;07;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate
8009;57050275-01;01;WHITE;P-PLANA;Tops;Tops
8010;57092001-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8011;57040322-99;99;GREY;P-PLANA;Bottoms;Trousers
8012;57030423-52;52;BLUE;K-CIRCULAR;Bottoms;Skirts
8013;47057141-TN;TN;GREY;J-JEANS;Bottoms;Skirts
8014;57042883-69;69;BLUE;P-PLANA;Outerwear;Blazers
8015;57054763-91;91;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
8016;57043801-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
8017;57001097-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
8018;57071114-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
8019;57045971-TO;TO;BLUE;J-JEANS;Bottoms;Skirts
8020;57045802-01;01;WHITE;P-PLANA;Tops;Shirt
8021;57084037-99;99;GREY;K-CIRCULAR;Tops;T-shirt
8022;57047732-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
8023;57044784-01;01;WHITE;P-PLANA;Tops;Shirt
8024;57077735-06;06;WHITE;K-CIRCULAR;Bottoms;Trousers
8025;57067124-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
8026;57097752-30;30;BROWN;O-POLIPIEL;Bottoms;Skirts
8027;43045788-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
8028;43037769-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
8029;53060600-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
8030;53030812-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
8031;53000937-TM;TM;BLUE;J-JEANS;Dresses, jumpsuits and Complete set;Dresses
8032;53033716-37;37;BROWN;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
8033;53035016-91;91;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
8034;53091056-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8035;53043776-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8036;51073784-07;07;WHITE;K-CIRCULAR;Bottoms;Skirts
8037;53055767-09;09;WHITE;K-CIRCULAR;Bottoms;Skirts
8038;57095915-05;05;WHITE;K-CIRCULAR;Tops;Cardigans
8039;51005038-02;02;WHITE;P-PLANA;Tops;Shirt
8040;57094381-85;85;PINK;K-CIRCULAR;Tops;Sweatshirts
8041;57007700-05;05;WHITE;T-TRICOT;Tops;Sweater
8042;57009208-43;43;GREEN;T-TRICOT;Tops;Sweater
8043;57017699-15;15;YELLOW;K-CIRCULAR;Tops;T-shirt
8044;67040070-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
8045;57027700-43;43;GREEN;P-PLANA;Tops;Shirt
8046;67040592-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8047;57025903-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
8048;47023268-TN;TN;GREY;J-JEANS;Bottoms;Jeans
8049;47005922-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
8050;47085839-TC;TC;BLUE;J-JEANS;Outerwear;Jackets
8051;47003277-TN;TN;GREY;J-JEANS;Bottoms;Jeans
8052;47017123-99;99;GREY;T-TRICOT;Tops;Tops
8053;57000137-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
8054;57050114-15;15;YELLOW;P-PLANA;Tops;Shirt
8055;57020252-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
8056;57010251-30;30;BROWN;T-TRICOT;Tops;Tops
8057;57000345-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
8058;57035137-99;99;GREY;O-POLIPIEL;Outerwear;Jackets
8059;57015138-30;30;BROWN;O-POLIPIEL;Outerwear;Jackets
8060;57074011-85;85;PINK;P-PLANA;Tops;Shirt
8061;57034404-92;92;GREY;P-PLANA;Bottoms;Skirts
8062;57064407-68;68;PURPLE;K-CIRCULAR;Bottoms;Trousers
8063;57095795-37;37;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
8064;57055802-05;05;WHITE;T-TRICOT;Outerwear;Coats
8065;57034431-05;05;WHITE;P-PLANA;Tops;Tops
8066;57067737-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
